"MAKE_NEW","NEW_MODEL","car_type","n"
"PONTIAC","G5","COMPACT",9699
"PONTIAC","G6","MID",88427
"PONTIAC","G6.","OTHER",1
"PONTIAC","G8","FULL",5456
"PONTIAC","GRAND AM","COMPACT",55222
"PONTIAC","GRAND LEMANS BASE","OTHER",4
"PONTIAC","GRAND PRIX","MID",80091
"PONTIAC","GTO","SPORT",3680
"PONTIAC","J2000","OTHER",19
"PONTIAC","LEMANS","OTHER",23
"PONTIAC","MONTANA","VAN",14010
"PONTIAC","PARISIENNE","FULL",209
"PONTIAC","PHOENIX","OTHER",6
"PONTIAC","PURSUIT","OTHER",3
"PONTIAC","SAFARI","OTHER",7
"PONTIAC","SOLSTICE","COMPACT",4335
"PONTIAC","SUNBIRD","COMPACT",497
"PONTIAC","SUNFIRE","COMPACT",17550
"PONTIAC","T1000","OTHER",6
"PONTIAC","TORRENT","SUV",13745
"PONTIAC","TRANS","VAN",1298
"PONTIAC","VIBE","COMPACT",36963
"PONTIAC","WAVE","OTHER",2
"PONTOON","BOAT","OTHER",6
"PONTOON","PONTOON","OTHER",1
"PONTOON","TRAILER","OTHER",1
"POOL","TRAILER","OTHER",1
"POP","UP","OTHER",3
"POP UP","CAMPER","OTHER",4
"POP UP","COLEMAN","OTHER",1
"POP UP","POP","OTHER",2
"POP UP","TENT","OTHER",1
"POP UP","TRAILER","OTHER",2
"POP-UP","CAMPER","OTHER",1
"POP-UP","TRAVEL","OTHER",1
"POPH","UTILITY","OTHER",1
"POPUP","CAMPER","OTHER",2
"PORSCHE","718","LUX SPORT",111
"PORSCHE","911","LUX SPORT",8244
"PORSCHE","924","LUX SPORT",81
"PORSCHE","928","LUX SPORT",234
"PORSCHE","930","LUX SPORT",1
"PORSCHE","944","LUX SPORT",924
"PORSCHE","968","LUX SPORT",104
"PORSCHE","BOXSTER","LUX SPORT",5524
"PORSCHE","BOXTER","LUX SPORT",1
"PORSCHE","CARRERA","LUX SPORT",54
"PORSCHE","CAYENNE","LUX SPORT",11784
"PORSCHE","CAYMAN","LUX SPORT",2023
"PORSCHE","MACAN","LUX SPORT",2062
"PORSCHE","PANAMERA","LUX SPORT",2947
"PORSCHE","TRAILER","LUX SPORT",1
"POSTAL","VEHICLE","OTHER",1
"POTTER","LARK","OTHER",1
"POWER PROBE","4050","OTHER",1
"PRE PAY","PRE","OTHER",1
"PREDATOR","TRAILER","OTHER",1
"PREM","18FT","OTHER",1
"PRES","BT","OTHER",1
"PRESSER WASHER","TRAILER","OTHER",1
"PRESSURE WASH","TRAILER","OTHER",1
"PRESSURE WASHER","TRAILER","OTHER",1
"PREST","LTRL","OTHER",1
"PRESTIGE","BOAT","OTHER",1
"PRESTIGE","PRESTIGE","OTHER",1
"PRESTIGE","STINGRAY","OTHER",1
"PREVO","MOTORHOME","OTHER",1
"PREVOST","LIBERTY","OTHER",1
"PRIDE","TRAILER","OTHER",1
"PRIDE","TRAILOR","OTHER",1
"PRIM","CT","OTHER",1
"PRIM","TRAILER","OTHER",1
"PRIME","DUMP","OTHER",1
"PRIME TIME","AVENGER","OTHER",1
"PRIME TIME","CRUSADER","OTHER",2
"PRIME TIME","SPARTAN","OTHER",2
"PRIME TIME","TRACER","OTHER",1
"PRIME TIME","TRAILER","OTHER",1
"PRIME-TIME","LACROSS","OTHER",1
"PRIMETIME","AVENGER","OTHER",1
"PRIMETIME","CRUSADER","OTHER",3
"PRIMETIME","SANIBEL","OTHER",1
"PRIMETIME","TRACER","OTHER",3
"PRIMETIME LACROSSE","TRAVEL","OTHER",1
"PRIVATE","BUILT","OTHER",3
"PRKR","UTILITY","OTHER",1
"PRN","HAWK","OTHER",1
"PRO","TRAILER","OTHER",1
"PROFILE","2000","OTHER",1
"PROG","AC","OTHER",1
"PROLINE","16","OTHER",1
"PROLINE","16'","OTHER",1
"PROLINE","231","OTHER",1
"PROLINE","ENCLOSED","OTHER",1
"PROLINE","TRAILER","OTHER",9
"PROLINE","VEHICLE/EQUIPMENT","OTHER",1
"PROLINE","VICTORY","OTHER",1
"PROSTOCK","TRAILER","OTHER",1
"PROW","CAMPER","OTHER",1
"PROW","CT","OTHER",4
"PROWL","32B0BD","OTHER",1
"PUEEGNOT","SUV","OTHER",1
"PUGEAT","PUEGEA","OTHER",1
"PUMA","20QB","OTHER",1
"PUMA","CAMPER","OTHER",3
"PUMA","CANYON","OTHER",1
"PUMA","CT","OTHER",5
"PUMA","PALOMINO","OTHER",7
"PUMA","PUMA","OTHER",1
"PUMA","RV","OTHER",1
"PUMA","SCOOTER","OTHER",1
"PUMA","TRAILER","OTHER",3
"PUMA","TRAVEL","OTHER",7
"PUP","PUP","OTHER",1
"PURPLE","HORSE","OTHER",1
"PUTZMEISTER","CONCRETE","OTHER",1
"QUAD","TRAILER","OTHER",1
"QUALITEC","YUKON","OTHER",1
"QUALITY","TRAILER","OTHER",3
"QUAT","QTM86X22TA","OTHER",1
"QUAVALI","MANGUSTA","OTHER",1
"QUICKSILVER","VRV","OTHER",1
"QUOTE","QUOTE","OTHER",1
"QUOTE FOR QUEST","QUOTE","OTHER",1
"QVALE","MANGUSTA","OTHER",6
"R AND J","DIAMOND","OTHER",1
"R-POD","TRAILER","OTHER",1
"R.V","R.V","OTHER",1
"R.V","TRAILER","OTHER",1
"R.V.","R.V.","OTHER",1
"R&D","GOOSENECK","OTHER",1
"R&D","LOW","OTHER",1
"R&D","ULTILTY","OTHER",1
"R&D","UTILITY","OTHER",6
"R&R","TRAILER","OTHER",2
"R0DT2","ROADTRAILER","OTHER",1
"R1","YAMAHA","OTHER",1
"R11R","MOTORCYCLE","OTHER",1
"RACECAR","RACECAR","OTHER",1
"RACER","RACER","OTHER",1
"RADIANCE","CRUZ","OTHER",1
"RADIANCE","RV","OTHER",1
"RAGEN","FALCON","OTHER",1
"RAGEN","TRAILER","OTHER",1
"RAGEN","TRAVEL","OTHER",1
"RAIL","BUGGY","OTHER",1
"RAM","1500","TRUCK",144597
"RAM","2500","TRUCK",38813
"RAM","25000","TRUCK",1
"RAM","3500","TRUCK",20541
"RAM","4500","TRUCK",92
"RAM","4500HD","TRUCK",1
"RAM","5500","TRUCK",130
"RAM","ALUMA-LITE","TRUCK",1
"RAM","AMBASSADOR","TRUCK",1
"RAM","AUGUSTUS","TRUCK",1
"RAM","BIG","TRUCK",1
"RAM","C/V","TRUCK",1426
"RAM","COUNTY","TRUCK",1
"RAM","DAKOTA","TRUCK",924
"RAM","DOUBLE","TRUCK",1
"RAM","ENDEAVOR","TRUCK",1
"RAM","ENDVR32CB","TRUCK",1
"RAM","FIFTH","TRUCK",1
"RAM","FLAT","TRUCK",1
"RAM","HOLIDAY","TRUCK",1
"RAM","IMPERIAL","TRUCK",1
"RAM","LITE","TRUCK",1
"RAM","LUMISCAPE","TRUCK",1
"RAM","MATRIX","TRUCK",1
"RAM","MOTOR","TRUCK",1
"RAM","MOTORHOME","TRUCK",1
"RAM","P-MASTER","TRUCK",1
"RAM","PICKUP","TRUCK",3
"RAM","PRESIDENTAL","TRUCK",1
"RAM","PRESIDENTIAL","TRUCK",1
"RAM","PROMASTER","VAN",7506
"RAM","R550","TRUCK",1
"RAM","RESIDENTIAL","TRUCK",1
"RAM","RLCT","TRUCK",1
"RAM","RV","TRUCK",2
"RAM","SAVOY","TRUCK",2
"RAM","SINGLE","TRUCK",1
"RAM","SUPER","TRUCK",1
"RAM","TRAILER","TRUCK",2
"RAM","TRUCK","TRUCK",2
"RAM","VACATIONER","TRUCK",3
"RANCH","KING","OTHER",1
"RANCH KING","FB","OTHER",1
"RANCH KING","FLAT","OTHER",1
"RANCH KING","GOOSE","OTHER",1
"RANCH KING","LOWBOY","OTHER",1
"RANCH KING","MOTORCYCLE","OTHER",1
"RANCH KING","TRAILER","OTHER",1
"RANDLIN","TRAILER","OTHER",1
"RANDOM","TRAILER","OTHER",1
"RAPT","C","OTHER",1
"RAPTOR","5TH","OTHER",2
"RAPTOR","KEYSTONE","OTHER",1
"RAPTOR","TOY","OTHER",1
"RAPTOR","TRAILER","OTHER",2
"RASTA","BOMBACLOT","OTHER",1
"RAT","ROD","OTHER",1
"RAVEN","CAMPER","OTHER",1
"RAVEN","MOTOR","OTHER",1
"RAVEN","SNOWMOBLIE","OTHER",1
"RAVEN","TRAILER","OTHER",2
"RAWHIDE","CAMPER","OTHER",1
"RAYS","ENCLOSED","OTHER",1
"RAZER","RAZER","OTHER",1
"RAZOR","900","OTHER",1
"RAZOR","POLARIS","OTHER",1
"RAZOR","RAZOR","OTHER",1
"RAZOR BACK","2150","OTHER",1
"RAZORBACK","TOY","OTHER",1
"RC","CARGO","OTHER",1
"RC","TRAILER","OTHER",1
"RD","R","OTHER",1
"RD","UTILITY","OTHER",1
"RDCL","UT","OTHER",1
"RDCL","UTILITY","OTHER",1
"RDKG","BOAT","OTHER",1
"RDMS","BOAT","OTHER",1
"RE-PIPE","TRAILER","OTHER",1
"RECKSAW AIR BUS","MOTOR","OTHER",1
"RECREATIONAL","VEHICLE","OTHER",2
"RECREATIONAL VEHICLE","***","OTHER",1
"RED","CORVETTE","OTHER",1
"RED","FLAT","OTHER",1
"RED","GOOSE","OTHER",1
"RED","GOOSENECK","OTHER",1
"RED","SIDE","OTHER",1
"RED","TRAILER","OTHER",3
"RED","TWO","OTHER",1
"REDNECK","GETTIN","OTHER",1
"REDWOOD","5TH","OTHER",1
"REDWOOD","N/A","OTHER",1
"REDWOOD","RL38","OTHER",1
"REDWOOD","THOR","OTHER",1
"REDY","TRAILER","OTHER",1
"REEL","TRAILER","OTHER",1
"REEL LITE","TRAVELL","OTHER",1
"REEPER","EPIC","OTHER",1
"REFLECTION","311BHS","OTHER",1
"REFUND CHECK","N/.A","OTHER",1
"REFUNDED LIFETIME AL","ALIGNMENT","OTHER",1
"REGAL","BOAT","OTHER",1
"REGAL","DBL","OTHER",1
"RENAULT","ALLIANCE","OTHER",5
"RENAULT","DUSTER","OTHER",3
"RENAULT","ENCORE","OTHER",2
"RENAULT","ESCALA","OTHER",1
"RENAULT","FLUENCE","OTHER",4
"RENAULT","FUEGO","OTHER",2
"RENAULT","KANGOO","OTHER",1
"RENAULT","KOLEOS","OTHER",2
"RENAULT","LUAGUNA","OTHER",1
"RENAULT","R18I","OTHER",2
"RENAULT","SANDERO","OTHER",1
"RENEGADE","7X22ES","OTHER",1
"RENEGADE","ROADSTER","OTHER",1
"RENEGADE","TRAILER","OTHER",1
"RENEGADE","XL","OTHER",1
"RENKEN","BOAT","OTHER",1
"RENLEY","RL1500","OTHER",1
"RENQULT","FLUENCE","OTHER",1
"RENULT","CLIO","OTHER",1
"RESDINTAL","HOILDAY","OTHER",1
"RETURN","PART","OTHER",1
"REV CON","CHEVY","OTHER",1
"REX HALL","REX","OTHER",1
"REXALL","AIRBUS","OTHER",1
"REXALL","MOTOR","OTHER",1
"REXALL","ROSE","OTHER",1
"REXALL","VISION","OTHER",1
"REXHALL","AIRBUS","OTHER",2
"RHEA","UTILITY","OTHER",1
"RIALTA","CUSTOM","VAN",1
"RIALTA","RV","OTHER",1
"RIALTA","WINEBEGO","OTHER",1
"RIDING","LAWN","OTHER",4
"RIDING","MOWER","OTHER",1
"RIM","BENT","OTHER",1
"RINGO","TRAILER","OTHER",3
"RINKER","CAPTIVA","OTHER",1
"RINULTA","MOTORHOME","OTHER",1
"RISING INDUSTIES","716VTRB","OTHER",1
"RITE","TRAIOR","OTHER",1
"RITTAMEN","TRAILER","OTHER",1
"RIVER","CAMPER","OTHER",1
"RIVERSIDE","WHITEWATER","OTHER",1
"RIVERSIDE RETRO","177SE","OTHER",1
"RNG","TRAILER","OTHER",1
"RO/FR","T/TR","OTHER",1
"ROAMER","OPEN","OTHER",1
"ROBALO","COYOTE","OTHER",1
"ROBALO","R201","OTHER",1
"ROCK","CT","OTHER",4
"ROCK","RLT","OTHER",1
"ROCK","TRAVEL","OTHER",1
"ROCK SOLID","CARGO","VAN",1
"ROCK WOOD","PREMIER","OTHER",1
"ROCK WOOD","WINDJAMMER","OTHER",1
"ROCKET","POWER","OTHER",1
"ROCKETTA","SCOOTER","OTHER",1
"ROCKIN C","HORSE","OTHER",1
"ROCKSTAR","TRAILER","OTHER",1
"ROCKW","TRAILER","OTHER",1
"ROCKW","TRAVEL","OTHER",1
"ROCKW MNI","ETC","OTHER",1
"ROCKWAY","P380","OTHER",1
"RODS & RIDES","BOBBER","OTHER",1
"ROGER","BROWNS","OTHER",1
"ROGERS","TRAILER","OTHER",1
"ROGUE","BOAT","OTHER",2
"ROKETA","04K","OTHER",1
"ROKETA","150","OTHER",1
"ROKETA","MC-17-50T","OTHER",1
"ROKETA","MC04","OTHER",1
"ROKETA","MC04K","OTHER",1
"ROKETA","MC13","OTHER",1
"ROKETA","MP150B","OTHER",1
"ROKETA","SCOOTER","OTHER",1
"ROKW","CT","OTHER",2
"ROLC","BOAT","OTHER",1
"ROLCO","21","OTHER",2
"ROLCO","BOAT","OTHER",1
"ROLLON","UTILITY","OTHER",1
"ROLLS_ROYCE","CAMARGUE","LUX",4
"ROLLS_ROYCE","CORNICHE","LUX",24
"ROLLS_ROYCE","DAWN","LUX",6
"ROLLS_ROYCE","GHOST","LUX",102
"ROLLS_ROYCE","PHANTOM","LUX",43
"ROLLS_ROYCE","ROYCE","LUX",1
"ROLLS_ROYCE","SILVER","LUX",105
"ROLLS_ROYCE","WRAITH","LUX",28
"ROMA","150","OTHER",1
"ROOFING","TRAILER","OTHER",1
"RORDR","BOAT","OTHER",1
"ROSCO","SWEEP","OTHER",1
"ROSS","FB","OTHER",1
"ROSSION","Q1","OTHER",2
"ROUGH RIDER","6.5","OTHER",1
"ROUGHHOUSE","50CC","OTHER",1
"ROUGHRIDER","TRAILER","OTHER",1
"ROYAL","BULLET","OTHER",1
"ROYAL","CARGO","OTHER",1
"ROYAL","ENFIELD","OTHER",1
"ROYAL","ROYAL","OTHER",1
"ROYAL","STAR","OTHER",1
"ROYAL","TRAILER","OTHER",4
"ROYAL","TRAILOR","OTHER",1
"ROYAL ENFIELD","500","OTHER",1
"ROYAL ENFIELD","BULLET","OTHER",2
"ROYAL ENVOY","MOTORCYCLE","OTHER",1
"ROYAL STAR","1300CC","OTHER",1
"RPOD","TRAILER","OTHER",1
"RSPHD","CUSTOM","OTHER",1
"RTRAV","SKY","OTHER",1
"RUBICON","RV","OTHER",1
"RUFF TUFF","GOLF","OTHER",1
"RUNNER","DROP","OTHER",1
"RUNNER","TRAILER","OTHER",1
"RUSHMORE","LANDMARK","OTHER",1
"RZVA","CT","OTHER",1
"S&H","1684","OTHER",1
"S&H","BOX","OTHER",1
"S&H","CARGO","OTHER",1
"S&H","CONTENDER","OTHER",1
"S&H","LS","OTHER",1
"S&H","TRAILER","OTHER",2
"S&H","UTILITY","OTHER",1
"S&W","HORSE","OTHER",1
"S$H","BOX","OTHER",1
"SAAB","9-2X","COMPACT",1141
"SAAB","9-3","MID",23104
"SAAB","9-3X","MID",101
"SAAB","9-4X","OTHER",83
"SAAB","9-5","FULL",7450
"SAAB","9-7X","SUV",2751
"SAAB","900","MID",1919
"SAAB","9000","FULL",325
"SAAB","900S","OTHER",1
"SAAB","99","OTHER",1
"SAAB","BOAT","OTHER",1
"SABRE","34TB0K-6","OTHER",1
"SABRE","TRAVEL","OTHER",1
"SABRE LITE","5TH","OTHER",1
"SACHS","MADASS","OTHER",1
"SAFAR","PANTHER","OTHER",1
"SAFARI","32","OTHER",1
"SAFARI","IVORY","OTHER",2
"SAFARI","MOTOR","OTHER",1
"SAFARI","SAHARA","OTHER",2
"SAFARI","TREK","OTHER",1
"SAFARI","TRENOSK","OTHER",1
"SAFARI","ZANZABAR","OTHER",1
"SAFARI  MAGUM","SAHARA","OTHER",1
"SAGE","FLAT","OTHER",1
"SAIL","BOAT","OTHER",1
"SAILFISH","26CC","OTHER",1
"SAKI","1600CC","OTHER",1
"SALEEN","S281","OTHER",1
"SALEEN","S7","OTHER",7
"SALEM","22FT","OTHER",1
"SALEM","25FOOT","OTHER",1
"SALEM","28FXS","OTHER",1
"SALEM","CAMPER","OTHER",1
"SALEM","COACH","OTHER",1
"SALEM","CRUISE","OTHER",1
"SALEM","CRUZE","OTHER",1
"SALEM","CT","OTHER",2
"SALEM","HEMISPHERE","OTHER",2
"SALEM","RV","OTHER",3
"SALEM","TL","OTHER",1
"SALEM","TRAILER","OTHER",4
"SALEM","TRAVEL","OTHER",1
"SALEM","TRL","OTHER",1
"SALEM","WHITE","OTHER",1
"SALM","312","OTHER",1
"SALM","CT","OTHER",2
"SALVATION","ENCLOSED","OTHER",1
"SALVATION","TRAILER","OTHER",2
"SAMS","2","OTHER",1
"SAMS","FLATBED","OTHER",1
"SAMS","UT","OTHER",1
"SAMS","UTILITY","OTHER",3
"SAND PIPER","383RBLOK","OTHER",1
"SANDERO","RENAULT","OTHER",1
"SANDPIPER","L","OTHER",1
"SANDPIPER","SANDPIPER","OTHER",2
"SANDPIPER","TOWAB","OTHER",1
"SANDPIPER","TRAVEL","OTHER",1
"SANDPIPER","UTILITY","OTHER",1
"SANGER","BOAT","OTHER",1
"SANIBEL","TRAVEL","OTHER",1
"SANY","178CC","OTHER",1
"SANY","MC","OTHER",1
"SANYANG","HAVANA","VAN",1
"SATURN","ASTRA","COMPACT",2758
"SATURN","ASTRO","OTHER",1
"SATURN","AURA","MID",25474
"SATURN","ION","COMPACT",51290
"SATURN","ION-1","OTHER",7
"SATURN","ION-2","OTHER",8
"SATURN","ION-3","OTHER",1
"SATURN","L100","MID",2095
"SATURN","L200","MID",10082
"SATURN","L300","MID",6957
"SATURN","L300-2","MID",1
"SATURN","LS","MID",948
"SATURN","LS1","MID",1309
"SATURN","LS2","MID",1115
"SATURN","LW1","MID",269
"SATURN","LW2","MID",355
"SATURN","LW200","MID",1021
"SATURN","LW300","MID",860
"SATURN","OUTLOOK","SUV",11405
"SATURN","RELAY","VAN",2720
"SATURN","SC","COMPACT",67
"SATURN","SC1","COMPACT",4384
"SATURN","SC2","COMPACT",5277
"SATURN","SKY","SPORT",2711
"SATURN","SL","COMPACT",7046
"SATURN","SL1","COMPACT",13525
"SATURN","SL2","COMPACT",14937
"SATURN","SW1","COMPACT",719
"SATURN","SW2","COMPACT",1876
"SATURN","TRALER","OTHER",1
"SATURN","VUE","SUV",71389
"SATURN",NA,"OTHER",1
"SAW","TRAILER","OTHER",1
"SAXON","SCEPTRE","OTHER",1
"SCAGG","MOWER","OTHER",1
"SCAMP","13","OTHER",1
"SCARAB","BOAT","OTHER",1
"SCBA","SL150","OTHER",1
"SCEETER","FXI21","OTHER",1
"SCHINOOK","CAMPER","OTHER",1
"SCHOOL","FUND","OTHER",1
"SCHWARTZS","RF581","OTHER",1
"SCION","BOAT","COMPACT",1
"SCION","FR-S","SPORT",7080
"SCION","IA","COMPACT",2064
"SCION","IM","COMPACT",1041
"SCION","IQ","COMPACT",1442
"SCION","TC","COMPACT",66110
"SCION","TRAILER","COMPACT",1
"SCION","XA","COMPACT",11474
"SCION","XB","COMPACT",46033
"SCION","XD","COMPACT",13009
"SCOOTER",".","OTHER",1
"SCOOTER","150CC","OTHER",1
"SCOOTER","ACTION","OTHER",1
"SCOOTER","JONW","OTHER",1
"SCOOTER","OTHER","OTHER",1
"SCOOTER","SCOOTER","OTHER",2
"SCOOTER","VIP","OTHER",1
"SCOTT KING","CAR","OTHER",1
"SCOTTY","MOTOR","OTHER",1
"SCOUT","DUMP","OTHER",1
"SCOUT","TRAILER","OTHER",1
"SCRAP","METAL","OTHER",2
"SCRAP","SCRAP","OTHER",1
"SEA","IBIZA","OTHER",1
"SEA","LION","OTHER",1
"SEA ARROW","BOAT","OTHER",1
"SEA CAT","RUNABOUT","OTHER",1
"SEA DOO","TRAILER","OTHER",2
"SEA LION","TRAILER","OTHER",1
"SEA RAY","190","OTHER",2
"SEA RAY","BOAT","OTHER",2
"SEA RAY","SUN","OTHER",2
"SEA SPIRIT","TRAILMASTER","OTHER",1
"SEA-DOO","TRAILER","OTHER",1
"SEA-DOO","WATERCRAFT","OTHER",1
"SEABREESE","33FOOTER","OTHER",1
"SEADO","JETSKI","OTHER",1
"SEADO","TRAILER","OTHER",1
"SEADOO","CHALLENGER","OTHER",1
"SEADOO","TRAILER","OTHER",4
"SEAH","CT","OTHER",1
"SEAHAWK","TRAILER","OTHER",2
"SEALI","BOAT","OTHER",1
"SEALI","TRAILOR","OTHER",1
"SEALINE","TRAILER","OTHER",1
"SEALION","TRAILER","OTHER",2
"SEALION","UTILITY","OTHER",1
"SEALION",NA,"OTHER",1
"SEARAY","210","OTHER",1
"SEARAY","230","OTHER",1
"SEARAY","BOAT","OTHER",2
"SEARAY","PRO","OTHER",1
"SEARAY","SEVILLE","OTHER",1
"SEARAY","SHOR","OTHER",1
"SEARS","BOAT","OTHER",1
"SEAT","CORDOVA","OTHER",1
"SEAT","IBIZA","OTHER",5
"SEAT","IVICA","OTHER",1
"SEAT","LEON","OTHER",2
"SEAT","LION","OTHER",1
"SEAT","TOLEDO","OTHER",1
"SEAVIEW","MOTOR","OTHER",1
"SEDONA","TELLOW","OTHER",1
"SEGWAY","1ST","OTHER",1
"SELECT","SWEET","OTHER",1
"SEMMROIN","24FT","OTHER",1
"SENETOR","FORD","OTHER",1
"SERRO","SCOTTY","OTHER",1
"SETR","5217","OTHER",1
"SETRA","S14","OTHER",1
"SFLOR","BOAT","OTHER",1
"SGAC","CARGO","OTHER",2
"SGAC","DUAL","OTHER",1
"SGAC","TRAILER","OTHER",1
"SGAC","VN","OTHER",1
"SH","UTL","OTHER",1
"SH/LA","TRAILER","OTHER",2
"SH/LA","TRL","OTHER",1
"SHADOW","64136W-2SL-BP-E","OTHER",1
"SHADOW","CRUISER","OTHER",3
"SHADOW","CT","OTHER",1
"SHADOW","HORSE","OTHER",2
"SHADOW","SPIRIT","OTHER",1
"SHADOW","TRAILER","OTHER",4
"SHADOW CRUISER","S314TSB","OTHER",1
"SHAMROCK","FLAGSTAFF","OTHER",1
"SHAMROCK","TRAILER","OTHER",1
"SHANOOK","21","OTHER",1
"SHAPARAL","230SSI","OTHER",1
"SHARK","ENDURO","OTHER",1
"SHARP","UT","OTHER",1
"SHAS","TRAVEL","OTHER",1
"SHATA","FREEPORT","OTHER",1
"SHAVINGS","TRAILER","OTHER",1
"SHAWN'S","DUMP","OTHER",1
"SHELBY","COBRA","OTHER",2
"SHELBY","HORSE","OTHER",1
"SHELBY","SERIES","OTHER",2
"SHEN","MC","OTHER",1
"SHERCO","MOTORCYCLE","OTHER",1
"SHETRON","HORSE","OTHER",1
"SHIPMAN","BOAT","OTHER",1
"SHIR","16","OTHER",1
"SHIVER","SHACK","OTHER",1
"SHO","TU","OTHER",1
"SHOCKWAVE","TRAILER","OTHER",1
"SHOE","TL","OTHER",1
"SHOOP","TRAILER","OTHER",1
"SHOP","16","OTHER",1
"SHOP","AIR","OTHER",1
"SHOP","DY","OTHER",1
"SHOP","FB","OTHER",3
"SHOP","RE","OTHER",1
"SHOP","TRAILER","OTHER",2
"SHOP","UT","OTHER",3
"SHOP","UTILITY","OTHER",1
"SHOP BUILT","23FT.","OTHER",1
"SHOP BUILT","GOOSENECK","OTHER",1
"SHOP BUILT","TRL","OTHER",1
"SHOP SUPPLIES","!","OTHER",1
"SHOP UT","TRLR","OTHER",1
"SHOPMADE","TRAILER","OTHER",1
"SHOR","BT","OTHER",1
"SHOR","TRL","OTHER",1
"SHORT","BD","OTHER",1
"SIDE","BY","OTHER",1
"SIDE","FB","OTHER",1
"SIDE","RAIL","OTHER",1
"SIDE BY SIDE","4X4","OTHER",1
"SIDE BY SIDE","TRAILER","OTHER",1
"SIERRA","376BHOK","OTHER",1
"SIERRA","FOREST-RIVER","OTHER",1
"SIERRA","SIERRA","OTHER",1
"SIERRA","TRAILER","OTHER",1
"SIERRA","TRAVEL","OTHER",1
"SIGN","TRAILER","OTHER",2
"SILVER STAR","STAR","OTHER",1
"SILVERLINE","SINGLE","OTHER",1
"SILVERLITE","TRAILER","OTHER",1
"SIMPLICITY","PRESTIGE","OTHER",1
"SINGLE","AXLE","OTHER",35
"SINGLE","PAINTED","OTHER",1
"SINGLE AXEL",NA,"OTHER",1
"SIZIKI","BOL","OTHER",1
"SK","BOAT","OTHER",1
"SKAM","CT","OTHER",1
"SKAMPER","1300T","OTHER",1
"SKAMPER","240","OTHER",1
"SKAMPER","KODIAK","OTHER",1
"SKAMPER","LITE","OTHER",1
"SKAMPER","PRIME","OTHER",1
"SKAMPER","SPORT","OTHER",1
"SKEE","TRAILER","OTHER",1
"SKEETR","TRAILOR","OTHER",1
"SKETTER","BOAT","OTHER",1
"SKI","TRAILER","OTHER",2
"SKI BRENDELLA","BOAT","OTHER",1
"SKI NAUTIQUE","BOAT","OTHER",1
"SKID","TIRES","OTHER",1
"SKIDSTEER","SKIDSTEER","OTHER",1
"SKL","FB","OTHER",1
"SKOOTER","STELLA","OTHER",1
"SKOOTER","ZAP","OTHER",1
"SKY","CAMPER","OTHER",1
"SKYL","CT","OTHER",1
"SKYLINE","237","OTHER",1
"SKYLINE","ALJO","OTHER",1
"SKYLINE","KOALA","OTHER",2
"SKYLINE","LEYTON","OTHER",1
"SKYLINE","MOUNT","OTHER",1
"SKYLINE","NOMAD","OTHER",2
"SKYLINE","TEXAS274","OTHER",1
"SKYLINE","TRAILER","OTHER",1
"SKYLINE","TRAILRIDER","OTHER",1
"SKYLINE","TRAVEL","OTHER",2
"SKYLINE","WAGONEER","OTHER",1
"SKYLINE","WEEKENDER","OTHER",1
"SLAEM","CRUISE","OTHER",1
"SLAMON","8FT","OTHER",1
"SLED","DECK","OTHER",1
"SLING","SHOT","OTHER",2
"SLINGSHOT","S/O","OTHER",1
"SLINGSHOT","SL","OTHER",1
"SLINGSHOT","SLINGSHOT","OTHER",1
"SLINGSHOT","TRAILER","OTHER",1
"SLOANES","ROLLBACK","OTHER",1
"SLOANS","QUICK","OTHER",1
"SMALL","BOAT","OTHER",2
"SMALL","CAR","OTHER",1
"SMALL","FLAT","OTHER",1
"SMALL","SEEDOO","OTHER",1
"SMALL","TRAILER","OTHER",3
"SMALL","UTILITY","OTHER",2
"SMART","42","COMPACT",1
"SMART","CAR","COMPACT",4
"SMART","FOR","COMPACT",1
"SMART","FORTWO","COMPACT",6664
"SMART","FOURTWO","COMPACT",1
"SMART","SMART","COMPACT",1
"SMART","WHEEGO","COMPACT",1
"SMC","MOPED","OTHER",1
"SMOKER","10","OTHER",1
"SMOKER","TRAILER","OTHER",3
"SNAP ON","TRUCK","OTHER",1
"SNAP-ON TOOLS","TRAILER","OTHER",1
"SNAPON","TRUCK","OTHER",1
"SNAPPER","WHITE","OTHER",1
"SNH","J","OTHER",1
"SNO BIRD","TRAILER","OTHER",1
"SNO PRO","TRAILER","OTHER",1
"SNOB","TRAILER","OTHER",1
"SNOPRO","10","OTHER",1
"SNOPRO","TRAILER","OTHER",1
"SNOW","PRO","OTHER",2
"SNOW","TRAIL","OTHER",1
"SNOW","TRAILER","OTHER",1
"SNOW","UTILITY","OTHER",1
"SNOW BIRD","35","OTHER",1
"SNOW MOBILE","TRAILER","OTHER",1
"SNOWBIRD","BLACK","OTHER",1
"SNOWBIRD","LTR","OTHER",1
"SNOWBLOWER","SNOWBLOWER","OTHER",1
"SNOWCO","BASE","OTHER",1
"SNOWMOBILE","18","OTHER",1
"SNOWMOBILE","TRAILER","OTHER",3
"SNOWPRO","SNOWMOBILE","OTHER",1
"SNUGH","TRAILER","OTHER",1
"SNYDER","ST600C","OTHER",1
"SOAR","MOTOR","OTHER",1
"SOLAIRE","RV","OTHER",1
"SOLAR","TRAILER","OTHER",1
"SOLERA","SOLERA","OTHER",1
"SOLIT","384GK","OTHER",1
